CCI ID,NAME,COUNTRY,LAT CENTRE,LON CENTRE,MAX DISTANCE TO LAND (KM),LAT MIN BOX,LAT MAX BOX,LON MIN BOX,LON MAX BOX,ID in GLOBOLAKES 1000 MASK,ID in CGLOPS MASK
519, Yamba lake,Canada,64.9069,-111.5597,2.7,64.7875,65.1625,-111.7208,-110.7792,,519;
520, Chibzhang lake,China,33.4819,90.3625,5.4,33.2708,33.7042,89.9542,90.4708,520;1876;,520;
521, Stanwell-Fletcher lake,Canada,72.7264,-94.7681,5.9,72.6125,72.9292,-95.1958,-94.3208,,521;
522, lake Vodlozero,Russian Federation,62.3875,36.8542,3.7,62.1208,62.5208,36.7125,37.1458,,522;
523, Utah lake,United States,40.2042,-111.8014,6.1,39.9792,40.3958,-111.9792,-111.6042,523;,523;
524, lake Lanao,Philippines,7.8486,124.2486,6.8,7.7458,8.0375,124.0708,124.4125,524;,524;
526, lake Ohrid,Albania;North Macedonia,41.0264,20.7208,7.1,40.8625,41.2125,20.5875,20.8458,526;,526;
527, lake Abhe,Ethiopia;Djibouti,11.1708,41.7819,8.5,11.0458,11.3208,41.6375,41.9292,527;,527;
528, Tungabhadra reservoir,India,15.2403,76.2986,4,15.0875,15.3375,75.8708,76.4125,528;,528;
529, Oxford lake,Canada,54.9319,-95.3819,2.6,54.7042,54.9958,-96.0792,-95.2375,529;,529;
530, Zzzz,Finland,61.8375,26.6792,2.1,61.6292,62.0458,26.2875,27.0125,,530;
531, Liangzi lake,China,30.2458,114.5181,3,30.0458,30.4125,114.3208,114.6875,531;,531;
532, lake Te Anau,New Zealand,-45.2125,167.7542,3.7,-45.4792,-44.8958,167.3875,167.9708,,532;
533, lake Lacha,Russian Federation,61.2458,38.7569,6.2,61.1292,61.5125,38.5875,38.9792,533;,533;
534, lake Livingston,United States,30.7375,-95.1458,4,30.5792,30.9958,-95.4625,-94.9708,534;,534;
535, Zzzz,Mexico,24.4319,-107.5569,5.3,24.2958,24.7125,-108.0208,-107.4375,,535;
536, Bangong lake,China,33.5181,79.8042,5.6,33.4042,33.8042,78.9875,79.9708,536;,536;
537, Chew Bahir,Ethiopia,4.6958,36.9319,7.2,4.3875,4.8708,36.6625,37.0375,,537;
538, lake St Martin,Canada,51.6764,-98.4819,5.2,51.4375,51.8708,-98.6458,-98.1375,538;,538;
539, Longgan/Longhu lake,China,29.9375,116.1986,5.1,29.8125,30.1125,115.9375,116.3208,539;,539;
540, lac Maunoir,Canada,67.4819,-125.0125,7.2,67.3042,67.6208,-125.2375,-124.4958,540;,540;
541, lake Bamendjing,Cameroon,5.8153,10.6153,2.4,5.6458,5.9458,10.4292,10.7042,,541;
542, Karakaya reservoir,Turkey,38.5069,38.4181,2.7,38.1875,38.7958,38.1708,39.2125,,542;
543, Urru lake,China,31.7181,87.9597,6.6,31.5875,31.8375,87.7875,88.2208,543;,543;
544, lac de la Pointe,Canada,53.1681,-70.9431,1.6,52.8208,53.2625,-71.2708,-70.6375,,544;
545, Cormorant lake,Canada,54.1681,-100.7514,4.4,54.0708,54.3708,-101.0875,-100.4875,545;,545;
546, lake Pend Oreille,United States,48.1681,-116.3292,4.4,47.9125,48.3625,-116.7125,-116.1792,546;,546;
547, Zzzz,Sri Lanka,9.5125,80.3236,5.3,9.4125,9.6958,80.0292,80.4375,,547;
548, lake Umbozero,Russian Federation,67.6486,34.4347,5.2,67.4792,67.9375,34.1375,34.6458,,548;
549, Durgun lake,Mongolia,47.6458,93.4903,7.4,47.5292,47.9208,93.1958,93.6542,549;,549;
550, ozero Qusmuryn,Kazakhstan,52.7014,64.8458,5.9,52.4792,52.9625,64.5375,65.0375,550;,550;
551, laguna Tenkergynpil'gyn,Russian Federation,68.5847,-178.5125,8.1,68.2042,68.7875,-178.9042,-177.6292,,551;
552, lake Aksehir,Turkey,38.5069,31.4181,6.4,38.3958,38.6542,31.2625,31.6042,552;,552;
553, represa de Jupia/Engineer Souza Dias dam,Brazil,-20.6653,-51.6042,3.1,-20.8375,-20.3458,-52.0458,-51.3208,,553;
554, lake Clark,United States,60.3153,-154.0903,3.4,59.9792,60.4875,-154.8292,-153.5708,554;,554;
555, lac des Quinze and lac Simard,Canada,47.6375,-78.7069,3.3,47.3875,47.7875,-79.3208,-78.5292,555;,555;
556, lake Marion,United States,33.4681,-80.2125,4.1,33.3458,33.7125,-80.5958,-80.1125,556;,556;
557, Lynx lake,Canada,62.5069,-106.2819,2.2,62.2208,62.5875,-106.8958,-105.8458,,557;
558, Old Wives lake,Canada,50.0958,-105.9569,7,49.9625,50.2042,-106.2375,-105.7458,558;,558;
559, Upper Klamath lake and Agency lake,United States,42.4569,-122.0069,4,42.1958,42.6625,-122.1375,-121.7708,559;,559;
560, lago Piorini,Brazil,-3.5181,-63.2736,2.8,-3.6792,-3.3125,-63.6292,-62.9875,,560;
561, ozero Lama,Russian Federation,69.3708,89.3375,4.8,69.3458,69.6542,91.6375,91.6292,783;,561;783;
562, Vaal dam,South Africa,-27.0236,28.3236,2.5,-27.2125,-26.7625,28.0458,28.5458,562;,562;
563, Vembanad lake,India,9.5986,76.3931,3.4,9.4708,10.1792,76.1625,76.5292,,563;
564, Sudoche Ko'l,Uzbekistan,43.4875,58.3681,2.7,43.2875,43.5958,58.2792,58.6792,,564;
565, Okanagan lake,Canada,49.8208,-119.5431,2.5,49.4625,50.3875,-119.8042,-119.2708,,565;
566, Amisk lake,Canada,54.5236,-102.2542,4,54.3875,54.7875,-102.4542,-102.0458,566;,566;
567, Falcon reservoir,Mexico;United States,26.6542,-99.2042,3.1,26.5208,27.0208,-99.4208,-99.0792,,567;
568, Rennie lake,Canada,61.4903,-105.5292,2.9,61.2042,61.6792,-105.8542,-105.2458,,568;
569, Kakisa lake,Canada,60.8986,-117.5208,6,60.8042,61.0625,-118.0708,-117.3708,569;,569;
570, Seagull lake,Canada,49.8347,-76.8514,3.8,49.6292,50.0625,-76.9958,-76.5208,,570;
571, lake Francis Case and  lake Sharpe,United States,44.2014,-99.6764,2.2,43.0125,44.3792,-100.3042,-98.5042,,571;
572, Yellowstone lake,United States,44.4764,-110.3486,5.1,44.2375,44.6125,-110.6125,-110.1625,572;,572;
573, Meelpaeg reservoir,Canada,48.2486,-56.6069,5,48.0875,48.4292,-56.8375,-56.3708,,573;
574, lake Mbakaou,Cameroon,6.3819,12.8042,3.5,6.2625,6.5708,12.5875,13.1625,,574;
575, Lady Melville lake,Canada,69.1819,-92.2903,5,68.9875,69.5042,-92.9542,-91.9792,,575;
576, Mosul dam lake,Iraq,36.6597,42.9097,3.9,36.5708,36.8875,42.4625,43.0042,,576;
579, Chamo lake,Ethiopia,5.8458,37.5736,6.6,5.6708,6.0125,37.4208,37.6792,579;,579;
581, Split lake,Canada,56.2236,-96.1486,2.5,56.0042,56.3292,-96.6208,-95.8042,581;,581;
586, lake Malombe,Malawi,-14.6347,35.2542,7.3,-14.8125,-14.4792,35.1375,35.3792,586;,586;
588, lago Cochrane/lago Pueyrredon,Argentina;Chile,-47.3347,-71.9431,3.1,-47.4958,-47.1125,-72.5292,-71.7875,588;,588;
590, lago de Cuitzeo,Mexico,19.9319,-101.1931,3.9,19.8458,20.0875,-101.3542,-100.8125,590;,590;
592, Lumajangdong lake,China,34.0319,81.6458,5.7,33.8625,34.1625,81.3458,81.8542,592;,592;
594, Tornetrask,Sweden;Norway,68.4125,18.7847,3.6,68.1292,68.5292,18.5708,20.1208,594;,594;
596, Danjiangkou reservoir,China,32.7292,111.5708,5.2,32.4625,32.8708,110.8792,111.7208,596;,596;
601, Krasnodarskoye reservoir,Russian Federation,44.9625,39.1986,5.6,44.8375,45.2208,39.0458,39.6375,601;,601;
603, Ubolratana,Thailand,16.7569,102.5792,4,16.4875,16.9208,102.3375,102.6625,603;,603;
604, Shala lake,Ethiopia,7.4625,38.5458,6.9,7.3542,7.5792,38.3458,38.6708,604;,604;
608, ozero Orel',Russian Federation,53.4597,139.7181,5.7,53.2958,53.6208,139.5708,139.9958,608;,608;
609, Kekexili lake,China,35.5931,91.0736,5.3,35.4708,35.6958,90.8875,91.3625,609;,609;
612, Bolshiye Kizi ozero,Russian Federation,51.6542,140.2569,3.8,51.4958,51.7708,140.0458,140.7958,612;,612;
613, lac Tshangalele,Congo The Democratic Republic of the,-10.9375,27.0514,3.7,-11.0625,-10.7125,26.9125,27.2875,613;,613;
616, Chomen lake,Ethiopia,9.5319,37.2236,4.1,9.3458,9.6458,37.1042,37.3958,616;,616;
618, lake St Lucia,South Africa,-27.9903,32.4764,3.7,-28.3458,-27.8375,32.3208,32.6125,618;,618;
620, Dongting lake and Luhu lake,China,29.2292,112.8569,6.8,28.6792,29.5708,111.7958,113.1875,620;,230;620;
622, Maharana Pratap sagar,India,31.9847,76.0542,4.6,31.8375,32.1458,75.9125,76.2458,622;,622;
623, Daguan lake and Huanghu lake,China,29.9931,116.4569,5.3,29.8958,30.1625,116.1875,116.5708,623;,623;
624, Swan lake,Canada,52.4125,-100.6569,4,52.3125,52.6792,-100.9042,-100.5542,624;,624;
627, Dianchi pool,China,24.8681,102.7181,5.4,24.6292,25.0625,102.5625,102.8208,627;,627;
629, Dabuxun lake,China,37.0458,95.0514,4.3,36.8125,37.1208,94.7292,95.3375,629;,629;
630, Achit lake,Mongolia,49.4875,90.5236,6.1,49.3542,49.6458,90.3708,90.7292,630;,630;
632, Tustumena lake,United States,60.2153,-150.9125,5.1,59.9958,60.3458,-151.2042,-150.5792,632;,632;
633, lake Timiskaming,Canada,47.5375,-79.5458,2.8,46.6792,47.6292,-79.7125,-79.0708,633;,633;
634, Iznik lake,Turkey,40.4375,29.5125,5.6,40.3458,40.5458,29.2958,29.7542,634;,634;
635, lac Belot,Canada,66.9458,-126.2931,5.9,66.6958,67.0625,-126.4792,-126.0542,635;,635;
637, embalse rio Hondo,Argentina,-27.5431,-64.9931,6,-27.6708,-27.4125,-65.1458,-64.8375,637;,637;
639, Xijir Ulan lake,China,35.2069,90.3125,5.7,35.1125,35.3292,90.0542,90.6708,639;,639;
645, Buuntsagaan lake,Mongolia,45.5903,99.1597,7.3,45.4708,45.7208,98.8958,99.2958,645;,645;
646, Clearwater lake,Canada,54.0569,-101.0653,7.2,53.9375,54.1958,-101.2542,-100.8375,646;,646;
648, lago Rogaguado,Bolivia Plurinational State of,-13.0069,-65.9458,6.5,-13.1875,-12.8792,-66.0625,-65.8208,648;,648;
649, Puma yumco lake,China,28.5681,90.4264,5.9,28.4542,28.6625,90.1958,90.5792,649;,649;
654, Siljan,Sweden,60.8653,14.7597,5.4,60.6792,61.0458,14.4458,15.1542,654;,654;
657, Hoytiainen,Finland,62.7347,29.7181,3.2,62.6458,63.0875,29.3958,29.8708,657;,657;
667, Sitidgi lake,Canada,68.5486,-132.6903,6.5,68.3625,68.7125,-132.9125,-132.4208,667;,667;
669, Utikuma lake,Canada,55.8542,-115.4236,5.8,55.7375,55.9875,-115.6542,-115.1375,669;,669;
672, Smoothstone lake,Canada,54.6431,-106.8625,6.1,54.5292,54.7958,-107.0125,-106.6375,672;,672;
674, lake Kisale,Congo The Democratic Republic of the,-8.2486,26.5125,6.3,-8.4292,-8.1125,26.3042,26.6542,674;,674;
676, Rakshastal/La'nga lake,China,30.6597,81.2458,5.7,30.5542,30.8875,81.0708,81.3625,676;,676;
677, Bear lake,United States,42.0181,-111.3292,5.7,41.8125,42.2042,-111.4458,-111.2125,677;,677;
679, Vortsjarv,Estonia,58.3042,26.0347,6.2,58.0292,58.4458,25.8792,26.1958,679;,679;
681, lake Ngoin,China,31.5792,88.7708,3.8,31.3208,31.7292,88.5042,88.8792,681;,681;
684, Kiskittogisu lake,Canada,54.1486,-98.3958,6.1,54.0042,54.4458,-98.5292,-97.9875,684;,684;
685, Paiku lake,China,28.8375,85.6042,5.6,28.7375,29.0625,85.4542,85.7125,685;,685;
687, lake George,Uganda,0.0069,30.2292,5.8,-0.1292,0.1208,29.9875,30.3458,687;,687;
688, Song-Kul,Kyrgyzstan,41.8458,75.1264,7.2,41.7208,41.9625,74.9792,75.3708,688;,688;
690, Great Prespa lake,Albania;North Macedonia;Greece,40.8875,21.0375,4.8,40.7292,41.0458,20.8625,21.1542,690;,690;
699, ozero Pavylon et al,Russian Federation,68.4375,151.8681,4.6,68.2292,68.5542,151.4625,152.1792,699;,699;
702, St Lawrence river,United States;Canada,45.2208,-74.2097,3.6,44.4958,45.3792,-75.7708,-73.8625,702;,702;
706, Beysugskiy liman,Russian Federation,46.0958,38.4764,5.6,46.0042,46.2958,38.2125,38.6208,706;,706;
708, Honghu lake,China,29.8097,113.3292,4.6,29.6708,30.0042,113.1792,113.5042,708;,708;
710, Uddjaure,Sweden,66.0264,17.7264,2.8,65.7958,66.1542,17.2542,18.0458,710;,710;
713, Tobin lake,Canada,53.6014,-103.4653,4.8,53.3708,53.7208,-104.0125,-103.3458,713;,713;
718, Gozha lake,China,35.0181,80.9931,5.4,34.9292,35.1292,80.8792,81.2792,718;,718;
723, lago Enriquillo,Dominican Republic,18.4542,-71.5819,5.1,18.3708,18.6042,-71.8708,-71.4375,723;,723;
725, Dogai Coring lake,China,34.5542,88.9986,6.1,34.4375,34.6875,88.8125,89.2792,725;,725;
728, Red Deer lake,Canada,52.9625,-101.3542,6.7,52.8458,53.0625,-101.5708,-101.1625,728;,728;
729, Toktogul reservoir,Kyrgyzstan,41.8042,72.8431,5.5,41.6458,41.8958,72.6375,73.1875,729;,729;
730, Quill lakes West,Canada,51.8486,-104.3625,7.5,51.7292,52.0542,-104.5292,-104.1958,730;,730;
731, Zapatosa,Colombia,9.0653,-73.8486,5.6,8.9375,9.3875,-73.9875,-73.6125,731;,731;
732, Zhuonai lake,China,35.5569,91.8931,7.3,35.4375,35.6625,91.7458,92.1458,732;,732;
733, Kiskitto lake,Canada,54.2625,-98.6125,4.3,54.1708,54.5708,-98.7792,-97.9375,733;,733;
736, Kusai lake,China,35.6903,92.9208,5.3,35.5958,35.8708,92.5792,93.0958,736;,736;
738, Habbaniyah lake,Iraq,33.2792,43.5153,5.7,33.1625,33.4542,43.2542,43.6292,738;,738;
744, Dagze lake,China,31.9042,87.5486,7.4,31.7875,32.0125,87.3708,87.6792,744;,744;
746, lake Maurepas,United States,30.2514,-90.5042,7.1,30.1292,30.3792,-90.6292,-90.2708,746;,746;
748, Calcasieu lake,United States,29.8819,-93.2903,5,29.7875,30.1375,-93.4792,-93.1958,748;,748;
754, Cumberland lake,Canada,54.0125,-102.2986,4.1,53.8792,54.1875,-102.4708,-101.9958,754;,754;
755, Chabyer lake,China,31.4431,84.0486,4.7,31.2208,31.5542,83.9208,84.1708,755;,755;
756, ozero Kronotskoye,Russian Federation,54.7903,160.2153,5.7,54.6792,54.9542,159.9792,160.4125,756;,756;
758, Hornavan,Sweden,66.1764,17.7153,2.6,66.0042,66.4792,16.9208,18.2458,,758;
761, lake Winnibigoshish,United States,47.4125,-94.2264,5.9,47.3125,47.5792,-94.3875,-93.9708,761;,761;
767, Erhai lake,China,25.8042,100.1819,3.9,25.5708,26.0042,100.0625,100.3292,767;,767;
770, Vicente Guerrero reservoir,Mexico,23.9625,-98.7514,4.4,23.7958,24.1125,-98.8708,-98.6292,770;,770;
771, Wasekamio lake,Canada,56.5347,-108.6569,3.4,56.3708,56.7625,-108.7792,-108.3875,771;,771;
773, Uureg lake,Mongolia,50.1597,91.0181,7.5,50.0375,50.2708,90.8375,91.1792,773;,773;
779, Wapawekka lake,Canada,54.9181,-104.6764,5,54.8125,55.0042,-104.8458,-104.0042,779;,779;
782, Pasfield lake,Canada,58.3847,-105.3236,6.2,58.2208,58.5292,-105.4958,-105.1208,782;,782;
790, Ulansu lake/Wuliangsu lake,China,40.9986,108.8625,1.4,40.7958,41.0542,108.6792,108.9958,790;,790;
791, Shijiu lake,China,31.4847,118.9181,5.5,31.3458,31.5875,118.7292,119.0125,791;,791;
792, ozero Nerpichye,Russian Federation,69.3125,160.0014,4.7,69.1625,69.4125,159.7292,160.5875,792;,792;
794, ozero Sartlan,Russian Federation,54.9847,78.5847,7.6,54.8708,55.0875,78.3458,78.7792,794;,794;
797, Red Sucker lake,Canada,54.1431,-93.8097,2.8,54.0125,54.2708,-94.0125,-93.3708,797;,797;
799, Hawizeh marshes,Iraq;Iran Islamic Republic of,31.3792,47.7236,1,31.2042,31.4292,47.6042,47.7792,799;,799;
800, lake Corangamite and lake Gnarpurt,Australia,-38.0986,143.4542,3.7,-38.3625,-37.9958,143.2958,143.5792,800;,800;
801, lagoa Feia,Brazil,-21.9931,-41.3875,4.5,-22.1542,-21.8792,-41.4792,-41.2042,801;,801;
804, Sachigo lake,Canada,53.8292,-92.1375,4,53.6875,53.9292,-92.3542,-91.8125,804;,804;
805, lac la Biche,Canada,54.8986,-112.2042,4.1,54.7292,54.9875,-112.3375,-111.7875,805;,805;
806, lake Qaroun,Egypt,29.4569,30.5847,4.3,29.3708,29.5792,30.3625,30.8625,806;,806;
810, lac la Plonge,Canada,55.1014,-107.2819,6,54.9958,55.2458,-107.5458,-107.1375,810;,810;
811, Stora Lulevatten,Sweden,67.2181,19.1931,2.2,66.9208,67.5625,18.1708,19.8708,811;,811;
812, Lexie Wudan lake,China,35.7431,90.2181,5.3,35.6542,35.8458,89.9875,90.3792,812;,812;
817, Great Bitter lake,Egypt,30.3319,32.3736,4.9,30.1292,30.4542,32.2625,32.6125,817;,817;
818, Taal lake,Philippines,13.9486,120.9986,4.3,13.8458,14.1292,120.8958,121.1292,818;,818;
819, Donggei Cuona lake,China,35.2653,98.6431,4.4,35.1792,35.4208,98.3375,98.7458,819;,819;
824, lake Moultrie,United States,33.3181,-80.0625,5.6,33.1708,33.4375,-80.1958,-79.9292,824;,824;
825, ozero Tishke,Russian Federation,66.2597,31.9069,4.4,66.1542,66.3958,31.5625,32.1792,825;,825;
827, Dali Nuo'er,China,43.2847,116.6514,6,43.1875,43.4292,116.4458,116.7875,827;,827;
829, Langano lake,Ethiopia,7.5986,38.7597,6.9,7.4792,7.7458,38.6458,38.8625,829;,829;
831, Rupanco lake,Chile,-40.8014,-72.5736,3.4,-40.9375,-40.7292,-72.7292,-72.1458,831;,831;
833, Sirindhorn,Thailand,15.1569,105.3875,3,14.7708,15.2458,105.2708,105.5042,833;,833;
836, lake Salvador,United States,29.7125,-90.2625,5.6,29.6042,29.9042,-90.3875,-90.1125,836;,836;
837, Waterhen lake,Canada,52.0819,-99.5736,4.2,51.8792,52.3042,-99.6958,-99.4375,837;,837;
840, Yalpuh lake,Ukraine,45.2986,28.6653,3.7,45.2208,45.7125,28.5458,28.7792,840;,840;
849, Blackwater lake,Canada,63.9375,-123.1625,3.5,63.7792,64.2125,-123.3708,-122.8625,849;,849;
851, ozero Tenis,Russian Federation,56.1514,71.7236,4.5,56.0042,56.2542,71.5708,72.0708,851;,851;
870, Aralsor koli,Kazakhstan,49.0625,48.1875,4.1,48.9208,49.1625,48.0375,48.5292,870;,870;
872, White lake,United States,29.7625,-92.5569,5.2,29.6292,29.8542,-92.6542,-92.3458,872;,872;
876, Weishan lake/Nansi lake,China,34.5986,117.2319,5.3,34.4708,34.7708,117.1125,117.3958,876;,876;
879, Alakol,Kazakhstan,44.8708,74.1958,2.2,44.7708,44.9542,74.0792,74.4458,879;,879;
881, Burdur lake,Turkey,37.7264,30.1653,4.3,37.5958,37.8542,30.0042,30.3792,881;,881;
882, Upper Ugashik lake,United States,57.6458,-156.7486,4.8,57.5208,57.8292,-156.8792,-156.4958,882;,882;
883, Mono lake,United States,38.0181,-118.9681,5,37.9042,38.1125,-119.1875,-118.8708,883;,883;
892, Fuxian lake,China,24.5847,102.8986,5.3,24.3125,24.6708,102.7792,102.9958,892;,892;
893, lake Neuchatel,Switzerland,46.9569,6.9375,3.6,46.7458,47.0458,6.5958,7.0875,893;,893;
894, Molochnyi lake,Ukraine,46.5042,35.3514,4.2,46.3375,46.7458,35.2375,35.5375,894;,894;
902, ozero Teke,Kazakhstan,53.8375,72.9347,7,53.6958,53.9708,72.7792,73.1375,902;,902;
904, Waswanipi lake,Canada,49.5319,-76.3931,3,49.4292,49.7292,-76.7125,-76.2958,904;,904;
905, Oneida lake,United States,43.1931,-75.8875,4.2,43.1125,43.2958,-76.1708,-75.6958,905;,905;
907, Shalkar,Kazakhstan,50.5569,51.6792,7.8,50.4375,50.6958,51.5292,51.8375,907;,907;
908, lac la Loche,Canada,56.5208,-109.5875,4,56.3125,56.6125,-109.7458,-109.3792,908;,908;
910, Canoe lake,Canada,55.1764,-108.2653,5.8,55.0458,55.3125,-108.4125,-108.0542,910;,910;
913, Xuru lake,China,30.3181,86.4069,5.9,30.1292,30.4208,86.3042,86.5208,913;,913;
915, lago Cabaliana,Brazil,-3.3125,-60.8236,3.9,-3.4042,-3.2125,-60.9958,-60.6042,915;,915;
917, lac Zimbambo,Congo The Democratic Republic of the,-8.0347,26.9208,3.7,-8.2542,-7.9458,26.7708,26.9958,917;,917;
920, Telmen lake,Mongolia,48.8486,97.3514,5.1,48.7375,48.9375,97.1042,97.5542,920;,920;
924, Cuorendejia,China,35.2181,92.1347,4.6,35.1208,35.3042,91.8792,92.3292,924;,924;
929, lake George,United States,29.2986,-81.5958,5.1,29.1625,29.5208,-81.7292,-81.4875,929;,929;
931, Robert S. Kerr reservoir,United States,35.3542,-94.8597,2.9,35.2125,35.5708,-95.1792,-94.7375,931;,931;
934, lake Pukaki,New Zealand,-44.0597,170.1736,3.4,-44.2292,-43.7625,170.0792,170.2625,934;,934;
936, ozero Yanisyarvi,Russian Federation,61.9792,30.9708,5.2,61.8458,62.1708,30.6875,31.1125,936;,936;
937, Rana Pratap sagar dam,India,24.8153,75.5986,3.4,24.6875,24.9625,75.3042,75.6875,937;,937;
940, lake Laberge,Canada,61.0625,-135.1153,2.8,60.9125,61.4292,-135.3542,-135.0042,940;,940;
944, ozero Bolshoye Morskoye,Russian Federation,70.0597,158.7319,6.8,69.9375,70.1708,158.4875,159.0458,944;,944;
945, Hanhowuz Howdany reservoir,Turkmenistan,37.1986,61.3153,6.1,37.0875,37.2958,61.1875,61.4458,945;,945;
948, lago Maggiore,Italy;Switzerland,45.9903,8.6819,2.4,45.6875,46.2208,8.4458,8.8958,,948;
949, Namew lake,Canada,54.2319,-101.8653,3.3,54.0292,54.3292,-102.1042,-101.7208,949;,949;
953, lago Urua,Brazil,-2.1931,-56.4958,2.9,-2.4042,-2.1125,-56.8292,-56.3792,953;,953;
954, Inland lake,United States,66.4819,-159.8486,5.9,66.3625,66.5958,-160.1792,-159.6042,954;,954;
957, lake Alaotra,Madagascar,-17.4042,48.5597,3.1,-17.6708,-17.2875,48.4125,48.6625,957;,957;
960, ozero Malye Chany,Russian Federation,54.5486,77.9958,5.7,54.4458,54.6958,77.7458,78.1708,960;,960;
962, lago del Toro,Chile,-51.2097,-72.7042,3.3,-51.3458,-51.0792,-73.0125,-72.5042,962;,962;
970, Baitu lake and Caizi lake and Xizi lake and Daisai lake,China,30.7903,117.1042,2.4,30.6792,31.0042,116.9542,117.2042,970;,970;
975, lac de Guiers and  Vallee du Ferlo,Senegal,16.2708,-15.8319,3,15.9375,16.4208,-15.9792,-15.7375,975;,975;
976, Bartlett lake,Canada,63.0931,-118.4486,3.1,62.9542,63.2208,-118.5625,-118.0792,976;,976;
977, Reed lake,Canada,54.6125,-100.3736,3,54.5375,54.7625,-100.6792,-100.2292,977;,977;
982, Sangiin Dalay lake,Mongolia,49.2736,98.9458,3.4,49.0958,49.3458,98.7542,99.2875,982;,982;
983, Rinqin Xub lake,China,31.2847,83.4597,6.2,31.1708,31.3875,83.2792,83.5792,983;,983;
985, ozero Ulakh Ulyung et al,Russian Federation,68.2625,151.0792,3.2,68.1042,68.3625,150.8625,151.5208,985;,985;
989, Zige Tang lake,China,32.0875,90.8792,6.3,31.9625,32.2042,90.6958,90.9958,989;,989;
990, Gehu lake,China,31.6181,119.8347,4.8,31.4292,31.7292,119.6958,119.9292,990;,990;
1003, Talbot lake,Canada,54.0903,-99.8375,4.3,53.8458,54.1958,-100.0625,-99.7292,1003;,1003;
1007, embalse de Guarico,Venezuela Bolivarian Republic of,9.0458,-67.3847,5.3,8.9042,9.2042,-67.4792,-67.2708,1007;,1007;
1009, Missisa lake,Canada,52.2986,-85.1931,5.1,52.1958,52.4458,-85.3458,-85.0458,1009;,1009;
1010, Lower Ugashik lake,United States,57.5153,-156.9069,6,57.3792,57.6208,-157.0708,-156.6875,1010;,1010;
1011, ozero Bolshoy Uvat,Russian Federation,57.5264,70.3875,4.9,57.4458,57.6292,70.2208,70.7208,1011;,1011;
1013, Rossvatnet,Norway,65.7681,14.0097,3.5,65.6125,65.9542,13.7042,14.4792,1013;,1013;
1016, Coipasa lake,Bolivia Plurinational State of,-19.2597,-68.1403,9.1,-19.6625,-19.1042,-68.4125,-67.8708,1016;,1016;
1019, Mahoney lake,Canada,65.5042,-125.3653,4.5,65.3375,65.6625,-125.6208,-125.0958,1019;,1019;
1026, American Falls reservoir,United States,42.9736,-112.6958,4,42.7458,43.0958,-112.9292,-112.5542,1026;,1026;
1028, Bolmen,Sweden,56.8653,13.6986,2.7,56.7292,57.1208,13.5542,13.8875,1028;,1028;
1029, ozero Evoron,Russian Federation,51.4792,136.5153,5.2,51.3375,51.6292,136.3875,136.6375,1029;,1029;
1031, Chagan lake,China,45.2181,124.3153,5.8,45.1208,45.3875,123.9958,124.4708,1031;,1031;
1035, Kyzylkak,Kazakhstan,53.4236,73.7764,6.6,53.3208,53.5292,73.5958,73.9292,1035;,1035;
1044, Jingyu lake,China,36.3403,89.4292,5.2,36.1958,36.4875,89.2292,89.6458,1044;,1044;
1046, lake Kabamba,Congo The Democratic Republic of the,-7.8819,27.0319,4.3,-8.0292,-7.7792,26.9125,27.1375,1046;,1046;
1050, ozero Kuchukskoye,Russian Federation,52.7153,79.7625,5.6,52.5792,52.8208,79.6375,79.9125,1050;,1050;
1053, Athapapuskow lake,Canada,54.5236,-101.6875,3.6,54.4292,54.6542,-101.8958,-101.3458,1053;,1053;
1054, Chambri lake,Papua New Guinea,-4.2292,143.1292,4,-4.4042,-4.1208,143.0042,143.2292,1054;,1054;
1057, lough Corrib,Ireland,53.4653,-9.2903,2.6,53.2792,53.5708,-9.5792,-9.0042,1057;,1057;
1058, Mamawi,Canada,58.6125,-111.4569,3.7,58.5125,58.7292,-111.7208,-111.2125,1058;,1058;
1059, Ukai reservoir,India,21.2375,73.7014,4.1,21.1292,21.5542,73.5542,74.1375,1059;,1059;
1061, Nilakka,Finland,63.1403,26.5597,2.3,62.9208,63.3208,26.1958,26.7208,1061;,1061;
1062, Wekusko/Wekisko lake,Canada,54.7792,-99.8486,3.7,54.6042,54.9375,-100.0125,-99.6375,1062;,1062;
1063, Hada Naihaolai,China,49.0708,117.9736,5,48.9792,49.1792,117.7542,118.1042,1063;,1063;
1066, Bam lake,China,31.2042,90.5708,4.8,31.1042,31.4042,90.4792,90.6958,1066;,1066;
1071, Kesagami lake,Canada,50.3875,-80.2181,3.3,50.1208,50.5042,-80.3958,-80.1125,1071;,1071;
1075, Last Mountain lake,Canada,51.1931,-105.2764,2.5,50.7042,51.4708,-105.4125,-104.8375,1075;,1075;
1076, Dukan lake,Iraq,36.1347,44.9125,4.3,35.9792,36.2292,44.7708,45.0375,1076;,1076;
1079, Cuona lake,China,32.0569,91.4764,5.6,31.8792,32.1708,91.3708,91.5875,1079;,1079;
1083, ozero Elton,Russian Federation,49.1486,46.6708,6.8,49.0458,49.2542,46.5125,46.8458,1083;,1083;
1096, Aksayquin lake,China,35.2347,79.8514,4.7,35.0958,35.3292,79.7042,79.9792,1096;,1096;
1099, Zzzz,Greenland,65.0875,-50.0403,1.8,64.9625,65.1958,-50.3625,-49.7875,1099;,1099;
